    0.450458335876464844E+01    0.142657524347305298E+02    0.103015490770339966E+02    0.688802847528457662E+00    0.144776529818773270E+02   -0.999000000000000022+100   -0.599146350544150419E+01    1
    0.378763425350189209E+01    0.595551162958145142E+01    0.622079187631607056E+01    0.876021803718805336E+00    0.140098185765743253E+02   -0.999000000000000022+100   -0.599396350544151169E+01    1
    0.132150292396545410E+01    0.496701568365097046E+01    0.584918624162673950E+01    0.369617385405302035E+00    0.869993341326713576E+01   -0.999000000000000022+100   -0.599646350544151474E+01    1
    0.254388284683227539E+01    0.143327826261520386E+02    0.114796468019485474E+02    0.890621097427606534E+00    0.836948219299316420E+01   -0.999000000000000022+100   -0.599896350544151957E+01    1
    0.506832075119018555E+01    0.145251443982124329E+02    0.105933018326759338E+02    0.159534466755390153E+00    0.506855192601680749E+01   -0.999000000000000022+100   -0.600146350544151552E+01    1
    0.203444623947143555E+01    0.118009454011917114E+02    0.109002184867858887E+02    0.709324700891971638E+00    0.503049531042575815E+01   -0.999000000000000022+100   -0.600396350544151858E+01    1
    0.732679367065429688E-01    0.264794826507568359E+01    0.850658810138702393E+01    0.206786926019191741E+00    0.108425680464506140E+02   -0.999000000000000022+100   -0.600646350544151630E+01    1
    0.452872359752655029E+01    0.416339993476867676E+01    0.117237165570259094E+02    0.579625626903772395E+00    0.148293921047449118E+02   -0.999000000000000022+100   -0.600896350544152469E+01    1
    0.551985275745391846E+01    0.950332313776016235E+01    0.668726533651351929E+01    0.295964794945716869E+00    0.639424163043498961E+01   -0.999000000000000022+100   -0.601146350544151886E+01    1
    0.564903259277343750E+01    0.149415984749794006E+02    0.615843647718429565E+01    0.110010820829868322E+00    0.151611866176128385E+01   -0.999000000000000022+100   -0.601396350544150859E+01    1
    0.563896822929382324E+01    0.145319116115570068E+02    0.968301355838775635E+01    0.855496136039495481E+00    0.122069514131546022E+02   -0.999000000000000022+100   -0.601646350544151520E+01    1
    0.335495924949645996E+01    0.133495733141899109E+02    0.864813631772994995E+01    0.884325688403844845E+00    0.126689603704214093E+02   -0.999000000000000022+100   -0.601896350544151559E+01    1
    0.547834682464599609E+01    0.585676074028015137E+01    0.112300295233726501E+02    0.331600517058372513E+00    0.122304837214946751E+02   -0.999000000000000022+100   -0.602146350544152753E+01    1
    0.531511938571929932E+01    0.109495478868484497E+02    0.830945032835006714E+01    0.379301575618982312E+00    0.246219237446784978E+00   -0.999000000000000022+100   -0.602396350544153325E+01    1
    0.597402727603912354E+01    0.872147083282470703E+00    0.596329724788665771E+01    0.398722164493799214E+00    0.125961042523384092E+01   -0.999000000000000022+100   -0.602646350544152298E+01    1
    0.574221146106719971E+01    0.115570467710494995E+02    0.967124718427658081E+01    0.840231780612468726E+00    0.351171434044837927E+01   -0.999000000000000022+100   -0.602896350544150561E+01    1
    0.390634059906005859E+00    0.265884876251220703E+01    0.887670755386352539E+01    0.429075178426504111E+00    0.104847506225109104E+02   -0.999000000000000022+100   -0.603146350544150955E+01    1
    0.558651208877563477E+01    0.568696886301040649E+01    0.117626289129257202E+02    0.357686801582574820E+00    0.350761418998241403E+01   -0.999000000000000022+100   -0.603396350544152682E+01    1
    0.237427926063537598E+01    0.149613422155380249E+02    0.105610814690589905E+02    0.382457564347982393E+00    0.252157133638858788E+01   -0.999000000000000022+100   -0.603646350544153165E+01    1
    0.333823800086975098E+00    0.520083993673324585E+01    0.118975602388381958E+02    0.136836248236894609E+00    0.789820434033870722E+01   -0.999000000000000022+100   -0.603896350544152227E+01    1
    0.564759707450866699E+01    0.823459267616271973E+01    0.958495765924453735E+01    0.242273770618438716E+00    0.639780033588409403E+01   -0.999000000000000022+100   -0.604146350544151556E+01    1
    0.306849718093872070E+00    0.684731930494308472E+01    0.550599539279937744E+01    0.186465562629699710E+00    0.119919253700971602E+02   -0.999000000000000022+100   -0.604396350544152039E+01    1
    0.194193649291992188E+01    0.411082506179809570E+01    0.555068266391754150E+01    0.431138425278663640E+00    0.114066429632902153E+02   -0.999000000000000022+100   -0.604646350544152966E+01    1
    0.489790892601013184E+01    0.734693527221679688E+01    0.807955896854400635E+01    0.787511201661825200E+00    0.939939817547798206E+01   -0.999000000000000022+100   -0.604896350544152206E+01    1
    0.513635551929473877E+01    0.148156464099884033E+01    0.976636701822280884E+01    0.422472359389066687E+00    0.500312285244464849E+01   -0.999000000000000022+100   -0.605146350544152156E+01    1
    0.515231931209564209E+01    0.528937608003616333E+01    0.990694642066955566E+01    0.433513492447137827E+00    0.138460046547651299E+02   -0.999000000000000022+100   -0.605396350544152995E+01    1
    0.267823362350463867E+01    0.400749832391738892E+01    0.756236922740936279E+01    0.930030667829513602E+00    0.692820023179054267E+01   -0.999000000000000022+100   -0.605646350544151790E+01    1
    0.258471500873565674E+01    0.106327477097511292E+02    0.113875051736831665E+02    0.457363157546520238E+00    0.174402859449386605E+01   -0.999000000000000022+100   -0.605896350544151829E+01    1
